Symbol,Description,Market capitalization,Market capitalization - Currency,Price to earnings ratio,Price to earnings ratio forward,"Return on invested capital %, Trailing 12 months","Return on capital employed %, Trailing 12 months","Return on assets %, Trailing 12 months","Return on equity %, Trailing 12 months","Current ratio, Quarterly","Gross margin %, Annual","Operating margin %, Annual","Net margin %, Annual","Interest coverage, Annual","Debt to equity ratio, Quarterly","EBITDA interest coverage, Annual",Country or region of registration,"Free cash flow margin %, Annual","Free cash flow, Annual","Free cash flow, Annual - Currency","Performance %, Year to date","Performance %, 6 months","Performance %, 1 year","Performance %, 5 years",Price,Price - Currency,"Exponential moving average, 50, 1 day","Exponential moving average, 200, 1 day","Relative strength index, 14, 1 day",Sector,Industry,"Altman Z-score, Trailing 12 months","Piotroski F-score, Trailing 12 months",ISIN
PM,Philip Morris International Inc,290245010698.58636,USD,26.767669507970503,21.299278887533013,33.7566928153406,38.600509215831984,15.8564670960761,,0.979805591138573,67.0473606314751,41.8944252590035,27.913172175629,7.323846485554118,,8.184562311341095,United States,26.30488406512087,10664000000,USD,16.198677149631855,0.0913732867508667,9.091974223784423,85.45961557613784,186.22,USD,185.12979083543442,173.98055071748712,47.50882404238325,Consumer non-durables,Tobacco,4.37476388634496,7,US7181721090
601857,"PetroChina Co., Ltd. Class A",286142268102.92847,USD,,,,,,,1.1334499722995,14.6829557488789,8.71710507766286,5.91355789028892,11.725171925566343,0.273830863288627,23.740139563106798,China,4.86022113342629,18482297680,USD,2.4015369836695486,-1.2962962962963014,23.95348837209303,131.23644251626897,10.66,CNY,10.510060646137907,10.372012747121525,51.51816008776146,Energy minerals,Integrated oil,,,CNE1000007Q1
NOVN,Novartis AG,286103295968.7682,USD,23.648468708388815,16.361390820015977,17.2039542431158,19.668444795879537,11.1511258729933,30.2455873864668,0.861503086808618,75.0238392136727,31.1505171275581,25.643658769163,14.286795622212447,1.17986615954937,18.76534902873787,Switzerland,32.267292588541686,18433135739.032,USD,13.203423784374431,1.1060507482108,29.392173189009156,45.403508771929815,124.32,CHF,124.01798021669144,116.88281629834114,46.696251820874345,Health technology,Pharmaceuticals: major,3.43548405271579,5,CH0012005267
ARM,Arm Holdings plc,286063806519,USD,275.8822322527698,112.53031054315237,12.7324836880298,9.701858614487383,10.1403525812248,13.3529449382874,5.25186412593206,92.520325203252,18.0081300813008,18.3739837398374,,0.0561993047508691,,United Kingdom,19.898373983739837,979000000,USD,138.34972968182223,114.66315453384419,92.75372706422017,379.37611408199643,268.93,USD,283.44348369721723,220.19317048352752,46.752610337356614,Electronic technology,Semiconductors,90.408050137325,6,US0420682058
DELL,Dell Technologies Inc.,285872494533.74994,USD,35.04183851050135,23.4654344471109,38.0764789784691,29.965347437534195,8.33473748897325,,0.946499906163704,19.9868102879754,7.85579248186415,5.21960870520994,5.726923076923077,,7.668589743589743,United States,7.519894482303803,8552000000,USD,243.43457943925236,275.29361702127665,219.5434782608696,784.4553911323806,440.97,USD,397.2981106720502,265.6315280379301,53.70383641927347,Electronic technology,Computer processing hardware,2.23601736922393,8,US24703L2025
300750,"Contemporary Amperex Technology Co., Limited Class A",276800242149.7876,USD,21.082799479793845,17.06451228624958,19.414868518669,13.657965766691207,8.45905483024545,25.2122433470305,1.55953271506767,25.6236509125518,15.2892312496663,17.099637956173,20.886049350403134,0.7960376188228131,29.600827197883348,China,22.062379181627705,13317566606.24,USD,6.46756756756757,4.877399430260108,49.499051233396585,38.48844652258275,393.93,CNY,391.02132226808453,377.0452004658318,52.57325999420338,Producer manufacturing,Electrical products,2.75201450032522,7,CNE100003662
MC,LVMH Moet Hennessy Louis Vuitton SE,274124126175.822,USD,21.368942921979095,19.628387885071866,11.6629673711412,15.4712726656952,7.67759331413406,16.3085688582353,1.63050799887735,66.2417859838875,21.879292635539,13.461705050305,15.360556038227628,0.537734048021147,21.113814074717638,France,18.617199005036692,17669328440,USD,-26.897895557287608,-12.016885553470921,1.945652173913041,-34.22861150070126,468.95,EUR,482.11532685061735,509.4623592842031,42.606227114398145,Consumer non-durables,Apparel/Footwear,3.10457292838768,7,FR0000121014
GEV,GE Vernova Inc.,269497624027.1948,USD,28.96481445435497,47.66783824742448,80.6585407144066,9.939711427732743,14.2353486009651,91.4754727848709,0.836521583378112,20.337869791393,5.42273133308812,12.8316956544585,,0.238270469181233,,United States,9.747254479533392,3710000000,USD,53.03921716904368,22.355501813784763,57.85959438377535,779.895652173913,1011.88,USD,1017.8224391406604,876.5525757198757,49.41187934894196,Producer manufacturing,Electrical products,3.43488610195471,6,US36828A1016
WFC,Wells Fargo & Company,264448725806.38885,USD,12.705215748946681,11.66001865602985,6.39446585988738,2.2540545517873656,1.06063840017638,12.5158801110431,0.958127442949583,,30.47449795628221,25.28049286179729,,2.57089183639492,,United States,-11.660160180303457,-14486000000,USD,-6.270096463022502,-2.082633523681558,12.101012690680678,76.20390892605279,87.45,USD,85.15893709782821,83.02096689254797,53.99348316639683,Finance,Major banks,,,US9497461015
KLAC,KLA Corporation,261923435024.99942,USD,54.658232679881124,36.23902972605521,41.6730679539145,44.14700231642298,28.4000443158109,87.4959530524195,2.81645077837557,60.9654415313148,41.3536781689648,35.5919514612106,19.52451352122279,0.968801162867609,20.934380152639893,United States,27.755331493849766,3767134000,USD,59.13980201792476,35.63415921300118,117.39413327549748,483.0158499345645,200.47,USD,207.6284060636957,171.7594414143543,47.73859023335636,Electronic technology,Semiconductors,22.9986341054861,7,US4824801009
601988,Bank of China Limited Class A,256891689909.59317,USD,,,5.81718038343396,,0.662007814694691,9.13556457421422,0.318579865001776,,45.979929052108936,37.61306159341782,,2.9723910724895,,China,20.75312316071325,35789607120,USD,1.745200698080273,8.971962616822438,3.736654804270462,92.40924092409242,5.83,CNY,5.881458245300174,5.721770449002371,46.87205270944562,Finance,Major banks,,,CNE000001N05
TXN,Texas Instruments Incorporated,256841779945.89148,USD,42.78520682153561,29.483019797568943,19.6134037420953,22.75695692927058,16.9935748075973,34.9723917465853,4.85727496917386,57.0240922972514,34.7245786675715,28.1246465331976,11.063063063063064,0.780363192091964,14.664864864864866,United States,14.72118538626852,2603000000,USD,60.74071957248592,24.069172401623433,50.04268032437047,47.115133127582794,281.24,USD,285.74616894327295,246.91837983837675,47.33725855591203,Electronic technology,Semiconductors,12.8499615204881,7,US8825081040
NESN,Nestle S.A.,255575970146.99118,USD,27.549783549783548,,9.81893047563744,16.81320728636421,5.75613039492161,25.6304257957834,0.829697504967984,45.5872164487652,15.9425634149067,10.0938652363393,8.462040332147094,2.1500171057133097,10.616844602609728,Switzerland,12.713152307520392,14350947800,USD,1.700332395806697,1.3892429263318933,10.027662517289073,-30.108943946582322,79.55,CHF,81.41804228993072,79.88363962029418,40.08219102117333,Consumer non-durables,Food: major diversified,2.91319240869981,5,CH0038863350
AZN,AstraZeneca PLC,251164309465.0937,USD,23.507694777182525,14.558390370930125,14.2658794795141,16.899153010532473,9.19116764370139,22.0648025325812,0.886286565461285,74.6471679803878,23.8478693883109,17.407514598478,10.49288389313585,0.640998111144249,14.605243441334268,United Kingdom,20.516181754887253,12319012958.24,USD,-14.618860224457077,-21.46400321758949,6.277213352685051,44.55274521900062,11716,GBX,12917.936399509214,13307.412258566304,35.97907933426686,Health technology,Pharmaceuticals: major,3.68534428943213,8,GB0009895292
600519,"Kweichow Moutai Co., Ltd. Class A",249707156848.43936,USD,20.336406255678448,,31.231950071826,41.66516581589805,26.1637625971261,31.2573688002108,7.06072884377203,88.9487148081928,78.4308864644216,56.7008387492768,3962.715888360487,0.0626063559123079,4041.3204192336484,China,40.298265579704,8364059751.6408,USD,-3.032490974729242,-9.659625992196954,-7.315389924085577,-22.45958429561201,1343,CNY,1295.8464385117627,1362.9520137640711,60.17220616018318,Consumer non-durables,Beverages: alcoholic,31.6500494806749,5,CNE0000018R8
ANET,"Arista Networks, Inc.",249533294531.44104,USD,62.377829623557595,42.40945736257974,31.476343713642,30.947608433017404,20.0952444831981,31.476343713642,2.95720403613751,64.0560978047237,42.818437211988,38.9908613433714,,0,,United States,47.218983532651535,4252399999.9999995,USD,47.5941812756434,43.3695652173913,43.62976406533575,751.608737759604,197.85,USD,172.89336084430445,150.76345582813693,63.52003389255193,Electronic technology,Computer peripherals,16.8489135479528,4,US0404132054
SHEL,Shell Plc,246408324366.1845,USD,9.894228490163547,9.321043776644036,10.6099972321405,13.783386851964071,6.78954296956741,14.41348581386,1.43473030111898,12.7808153700874,7.58905845001186,6.9315395346849,4.617876567024917,0.40421271558638405,10.3435800421924,United Kingdom,8.45914405763984,22252117997.728,USD,21.790663749088257,13.878942881500427,26.066440166100413,127.05330432417732,3339.5,GBX,3208.363948370664,3059.402374545566,58.54459481299884,Energy minerals,Integrated oil,2.61560985008249,8,GB00BP6MXD84
8306,"Mitsubishi UFJ Financial Group, Inc.",246325594320,USD,15.226677341386667,14.292572591563983,4.93413240374055,0.8432382031964577,0.644487314270813,12.5968634578371,1.79020512530797,,35.90380865294498,32.19432929237784,,3.1642271685073804,,Japan,52.631775464631524,43944200530,USD,43.18046456223943,19.601990049751244,66.5973665973666,479.37016133129305,3606,JPY,3410.39250731253,2924.885316014892,55.294629484178415,Finance,Major banks,,,JP3902900004
SIE,Siemens AG,243619865002.84,USD,27.806324110671937,,7.26720432837681,8.436170433555404,4.77034639708846,12.2175914068624,1.4439518542327,38.5216818308538,11.421294066959,9.58131636971893,5.4957317073170735,0.7313800175798421,7.56219512195122,Germany,11.504929416833514,10653661760,USD,17.76522284996861,3.608247422680395,22.560975609756092,98.2527828659997,281.4,EUR,272.37983984831766,252.59899280685036,55.3922676237553,Producer manufacturing,Industrial machinery,2.66196735216469,6,DE0007236101
SAP,SAP SE,241582197146.93597,USD,26.170334423153047,22.927981604180317,15.9951785445231,20.649281532730175,11.0577190156102,18.5724282715185,1.14771460423634,73.1331521739131,27.3913043478261,19.4592391304348,13.422103861517977,0.22214027088641503,15.167776298268974,Germany,22.453804347826086,9704976130,USD,-14.141414141414144,4.925934634375732,-28.024193548387096,45.14555212229631,178.5,EUR,152.84000082585655,170.10849837988115,72.70165262313668,Technology services,Packaged software,4.98092979384841,8,DE0007164600
OR,L'Oreal S.A.,238194154842.03198,USD,32.40104511290952,,15.2107111501317,21.43212635097314,10.4278764588577,19.3988667614108,0.968886804252658,74.3553073640243,20.2120221556342,13.9090166167257,24.340623291416073,0.493871158392435,28.85784581738655,France,16.257150640152545,8411370816,USD,4.37218199207542,-3.4626563882219106,-0.05233547036503693,-5.609783902379441,381.95,EUR,381.12496420902863,375.06741699140724,48.2192000425014,Consumer non-durables,Household/Personal care,4.91091192941822,5,FR0000120321
AXP,American Express Company,230152327914.25583,USD,20.67770901589613,18.331067655468225,12.5064627908256,,3.76607222418217,34.1457554324158,2.59085446116866,60.653049053228,20.7507082152975,13.3678743601213,7.813879003558719,1.7225495915986,8.44626334519573,United States,19.974156354057946,16076000000,USD,-7.7645466847090665,-4.401122019635343,14.704496499730748,101.12717615815876,340.81,USD,338.02135642302954,330.33343659964555,49.323123113738205,Finance,Finance/Rental/Leasing,1.24322176634737,,US0258161092
600941,China Mobile Limited Class A,228203380991.07758,USD,15.440657295076704,,9.0480511571882,13.655750601439163,6.29546686147405,9.41892384877981,0.854883928529916,22.5494126284174,14.1890920378943,13.0543417505645,40.74706043194952,0.0701798544375158,92.70194148186481,Hong Kong,8.415453628714339,12634518880,USD,-5.089761294140853,3.0744509908944884,-11.797598313319282,52.73015873015873,96.22,CNY,94.55366034536634,97.7036142933507,54.81796725022333,Communications,Specialty telecommunications,2.41021260911895,4,CNE1000055G1
BHP,BHP Group Ltd,227792515678.83936,USD,20.34436321662178,15.069180212919692,14.5665355865582,23.368449266504452,9.42417055323535,21.278041715691,1.64873457967697,46.6212789200577,37.4878077328235,17.5939292263275,12.70965608379772,0.555895014581308,16.373677248523393,Australia,18.13038898142306,9436775910.6082,USD,39.35866461673622,23.443579766536974,54.793852159063185,36.070474850437364,63.45,AUD,60.19601377612554,54.163464127024234,62.023604213577265,Non-energy minerals,Steel,3.30891253873205,4,AU000000BHP4
C,"Citigroup, Inc.",227745591990.49847,USD,14.65581450576971,11.65416328395214,3.26102912325567,1.3739379825196214,0.640189827647892,8.30642676907231,1.50962654989424,,23.4262281751333,16.420199110161125,,3.85370374737636,,United States,13.173125240164346,22283000000,USD,15.83482638000172,15.020332090816675,45.94216919273354,85.22510231923603,135.77,USD,133.889991554064,120.53416095010546,52.353099968954204,Finance,Major banks,,,US1729674242
LIN,Linde plc,226124595714.73816,USD,31.671207758164275,26.23263658078682,12.2805679169316,13.381527446965583,8.30605353528983,18.6710655188412,0.879022756867365,37.7626081327606,27.2288589419173,20.2965927146472,18.145098039215686,0.716793326680484,25.523529411764706,United Kingdom,14.973812746425,5089000000,USD,15.072252979262458,4.3858529111338,4.124389726172776,59.602401210366175,490.53,USD,506.2226200135855,488.4767966993291,40.345326179490996,Process industries,Chemicals: specialty,4.03902142398005,7,IE000S9YS762
IHC,International Holding Company PJSC,225986325762.24316,USD,24.201633450616534,,13.8534331573175,4.711517890540761,7.02949249913669,20.8491116675372,2.87369636125043,24.3673043900021,15.5058715254577,17.4208736582557,3.5313718956225926,0.636538565011849,4.785631138224014,United Arab Emirates,13.304138459496903,4029503845.08,USD,-5.15515515515516,-5.131414267834794,-5.297351324337829,168.60380803658342,379,AED,382.6254335625047,390.6640660986543,43.53606039839835,Health services,Medical/Nursing services,3.73736127422683,7,AEI000201014
CRWD,"CrowdStrike Holdings, Inc.",225951737317.86462,USD,,169.94181847701805,-0.935997905511356,-1.740651613484237,-0.452285695047968,-1.11832716245912,1.4450802772299,74.8085049786939,-2.56826416431404,-3.37701228489995,-4.410442168373719,0.177247475494063,5.6338460440384,United States,25.799848503898065,1241490000,USD,87.25738396624473,111.88827882549536,109.42853098013308,269.8333333333333,221.9,USD,185.5018600745264,145.1891951802253,68.15673503381491,Technology services,Packaged software,10.7813055228526,5,US22788C1053
IBM,International Business Machines Corporation,224623681187.22226,USD,21.16297854587738,18.66115269600511,11.9848635819124,12.729579028038371,7.1204320815208,34.5539936411614,0.75629316106037,57.5500473821369,20.8866382373845,15.6523927979152,7.412506568575933,1.89457796354348,10.050972149238046,United States,17.919331911869225,12102000000,USD,-19.874983196666225,-11.794302626711069,-1.5769484808454515,76.05556840088909,238.42,USD,244.36599956955592,257.400568152058,50.65262360839467,Technology services,Information technology services,3.48565317115617,7,US4592001014
AMGN,Amgen Inc.,223983852042.9032,USD,25.73611628773761,17.67583994264546,14.018519260833,18.50128672996118,9.52728619998257,91.4731115296087,1.37091208532664,70.7982907378678,29.0574562477886,20.9874527095071,3.7979366773390253,4.90280629705681,5.636072572038421,United States,22.04621539968972,8100000000,USD,26.015147367460546,12.99296350842742,42.99026713605301,80.8064938465567,414.3,USD,371.6759283099672,346.348135713178,71.46418118974145,Health technology,Biotechnology,2.02984364943588,8,US0311621009
TMO,Thermo Fisher Scientific Inc,223697107691.69067,USD,32.544028574195,23.061515697344785,7.94699721188001,9.479307887277152,6.50081155202328,13.5069918888275,1.55053420930387,41.1010862734536,18.8481910404884,15.0439895861388,4.931297709923665,0.807703259363314,6.563711098062243,United States,14.123799263847742,6293000000,USD,4.400345125107852,14.842163208746998,31.011931830485715,11.943750578221843,605,USD,535.4206947240091,516.9551758528878,74.53863752492157,Health technology,Medical specialties,3.40962778005036,4,US8835561023
7203,Toyota Motor Corp.,221545982606.18048,USD,8.536296263410268,11.083614648492372,7.32812952538511,5.485231669508514,4.57289289618588,12.225917476674,1.16890304601601,16.6987235185702,7.43063937399014,7.59218830867197,43.41659557789408,1.17809029005146,70.99733705300532,Japan,1.1016603113286958,3516652048,USD,-12.063910876575784,-20.226063829787233,7.04853675945753,49.75037443834248,2999.5,JPY,2945.8593535064792,3055.4513659855534,54.44560575637187,Consumer durables,Motor vehicles,1.50298307892133,5,JP3633400001
